id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage
metfi-2,metfi,MetFi,0.388643,79784615,480,393072.0,0.394065,0.376886,-0.000637497305511658,-0.16376,205459798.74587104,481256171.556871,500000000.0,5.7,-93.18505
sonic-svm,sonic,Sonic SVM,0.219343,79413809,481,43659921.0,0.233964,0.212182,-0.002110222503753645,-0.9529,360000000.0,2400000000.0,2400000000.0,1.23,-82.19698
coreum,coreum,Coreum,0.121869,79248752,482,162596.0,0.125112,0.119343,0.00240337,2.01177,649694844.343832,649694844.343832,,0.701087,-82.6023
paxos-standard,usdp,Pax Dollar,0.999404,79186509,483,3449484.0,1.0,0.999016,-0.000621580268998057,-0.06216,79232665.29477243,79232665.29477243,,1.18,-15.63439
zeus-network,zeus,Zeus Network,0.20602,79162533,484,9077046.0,0.22625,0.204556,-0.008453540804660237,-3.94153,382778230.010249,999997459.848988,1000000000.0,1.11,-81.45144
l2-standard-bridged-weth-blast,weth,L2 Standard Bridged WETH (Blast),1871.79,78536296,485,3757435.0,1957.91,1820.51,-25.84809436055116,-1.36212,41858.19057542929,41858.19057542929,,4099.94,-54.25353
mass-vehicle-ledger,mvl,MVL,0.00296496,78397194,486,405775.0,0.00306234,0.00291889,-2.1067611171616e-05,-0.70554,26302958863.10265,27802958863.0,30000000000.0,0.06973,-95.73054
wax,waxp,WAX,0.02218737,78166830,487,8170267.0,0.02303869,0.02141838,4.287e-05,0.1936,3504099552.3982,3770303327.0,3770303327.0,2.77,-99.19519
syrupusdc,syrupusdc,SyrupUSDC,1.086,78108870,488,753033.0,1.088,1.085,0.00010908,0.01004,71923942.439633,71910425.988158,,1.095,-0.81725
zentry,zent,Zentry,0.01160233,76877883,489,6250142.0,0.01193922,0.01078701,0.00064888,5.92399,6620120879.633228,9718679653.87644,10000000000.0,0.04531743,-74.37487
bitmart-token,bmx,BitMart,0.226109,76749269,490,4268056.0,0.226096,0.218665,0.00595025,2.70272,339412030.0,639412030.0,881679315.0,0.619048,-63.48921
orca,orca,Orca,1.43,76338609,491,28714839.0,1.51,1.42,-0.05263392342960738,-3.5447,53276562.0,100000000.0,100000000.0,20.33,-92.95117
stratis,strax,Stratis,0.04064937,76335256,492,4548478.0,0.04307518,0.03927185,0.00035906,0.89118,1866976292.911527,2057116292.911527,,22.77,-99.8199
arcblock,abt,Arcblock,0.771382,75998351,493,627415.0,0.791437,0.725721,0.03100581,4.18785,98580000.0,186000000.0,,4.69,-83.56053
pixer-eternity,pxt,Pixer Eternity,0.03514918,75857470,494,207799.0,0.03553134,0.03478413,-0.000197090163276702,-0.5576,2151882037.9038,10000000000.0,10000000000.0,0.391028,-90.9984
verge,xvg,Verge,0.00457499,75414073,495,5374190.0,0.00479421,0.00436412,5.443e-05,1.20413,16521951235.74134,16555000000.0,,0.261874,-98.2542
dola-usd,dola,DOLA,0.995782,75212934,496,1513952.0,0.996217,0.993063,0.00033491,0.03364,75516353.49816917,204408836.1337687,,1.87,-46.79946
constitutiondao,people,ConstitutionDAO,0.01477058,75145824,497,33189805.0,0.01553006,0.01417935,-8.9852076022474e-05,-0.60464,5066438921.357176,5066438921.357176,5066438921.357176,0.185022,-91.99975
optimism-bridged-wbtc-optimism,wbtc,Optimism Bridged WBTC (Optimism),81317.0,75118655,498,4055378.0,83313.0,79141.0,1224.52,1.52888,919.86568427,919.86568427,,108596.0,-24.82492
radix,xrd,Radix,0.00700095,75056073,499,983123.0,0.00729412,0.00691542,-5.973022011457e-06,-0.08524,10688891853.92855,13088874921.447,24000000000.0,0.651264,-98.92231
dymension,dym,Dymension,0.299959,75021798,500,88083797.0,0.304053,0.290273,-0.000856947720079992,-0.28487,249834141.0,1000000000.0,,8.5,-96.47481
delysium,agi,Delysium,0.04751603,74934546,501,4685533.0,0.04999323,0.04590862,0.00100381,2.15817,1569133099.26135,3000000000.0,3000000000.0,0.672035,-92.90413
bitdca,bdca,BitDCA,0.559345,74740006,502,14398.52,0.564758,0.549976,-0.000436559999890007,-0.07799,132823850.03305785,142665333.0,142665333.0,0.745004,-25.10921
tellor,trb,Tellor Tributes,27.73,74739068,503,33995290.0,28.41,25.37,1.64,6.28352,2654750.791908404,2732010.029003551,,593.09,-95.25315
usdx,usdx,USDX,0.658914,74597944,504,41196.0,0.69097,0.633695,-0.019160643258163468,-2.82574,111568045.0,111568045.0,,3.89,-82.79403
level-usd,lvlusd,Level USD,1.0,74391005,505,361945.0,1.011,0.991648,-0.000329217266977322,-0.03291,74383844.61782019,74383844.61782019,,1.051,-4.89135
puff-the-dragon,puff,Puff The Dragon,0.083123,73913121,506,189383.0,0.084672,0.082127,-0.000743507109387476,-0.88653,888888888.0,888888888.0,888888888.0,0.330448,-74.8377
pundi-x-2,pundix,Pundi X,0.284192,73625994,507,7599503.0,0.296017,0.279195,0.0010825,0.38236,258386541.0999244,258386541.0999244,258386541.0999244,10.07,-97.17266
chaingpt,cgpt,ChainGPT,0.091318,73551650,508,34445528.0,0.096633,0.08952,0.00044139,0.48571,803507505.0,997937991.0,1000000000.0,0.555799,-83.53257
watcoin-2,watc,WATCoin,0.00146203,73542799,509,1250752.0,0.00149733,0.00142166,1.637e-05,1.13252,50035019635.0,55555555555.0,55555555555.0,0.00183688,-20.26139
dogelon-mars,elon,Dogelon Mars,1.32897e-07,73230290,510,9207050.0,1.41456e-07,1.32524e-07,-4.848701511e-09,-3.52004,549649971723242.3,1000000000000000.0,1000000000000000.0,2.59e-06,-94.86677
oasys,oas,Oasys,0.01897975,73155334,511,701636.0,0.0195128,0.01834754,0.00028098,1.50266,3844929238.315102,10000000000.0,10000000000.0,0.141992,-86.66049
civic,cvc,Civic,0.089881,72417793,512,11342580.0,0.093253,0.087595,0.00034238,0.38239,802000010.0,1000000000.0,,1.35,-93.29138
peaq-2,peaq,peaq,0.101163,72414029,513,11922566.0,0.110365,0.100579,-0.00189426641980027,-1.83808,717813274.9071672,4246586351.215745,,0.750473,-86.55678
zebec-network,zbcn,Zebec Network,0.00096857,72254751,514,77380494.0,0.00110208,0.00089546,-3.4654469457754e-05,-3.45431,74098434588.58566,99999410182.70566,100000000000.0,0.00349132,-72.17753
tensor,tnsr,Tensor,0.274129,71814292,515,26237360.0,0.294148,0.272708,-0.018412105012959035,-6.29386,260677278.97717,1000000000.0,1000000000.0,2.23,-87.68168
taiko,taiko,Taiko,0.675221,71785165,516,13073546.0,0.733241,0.662904,-0.007318233600401736,-1.07221,105745460.4322658,1000000000.0,1000000000.0,3.8,-82.21045
hashkey-ecopoints,hsk,HashKey Platform Token,0.536591,71534972,517,4529901.0,0.566024,0.521816,0.01477425,2.83131,132500000.0,1000000000.0,1000000000.0,2.56,-78.93167
myshell,shell,MyShell,0.262896,71431695,518,47299660.0,0.306939,0.262585,-0.043813781937926954,-14.28508,270000000.0,1000000000.0,1000000000.0,0.68342,-61.5187
crvusd,crvusd,crvUSD,0.999444,70974414,519,14223492.0,0.999839,0.999328,-0.000123179326949607,-0.01232,71002540.94711217,71002540.94711217,,1.11,-9.66089
milk-alliance,mlk,MiL.k Alliance,0.161909,70642662,520,4278958.0,0.168977,0.158853,-0.000715151228817018,-0.43976,439157169.0,986245419.0,1300000000.0,3.59,-95.51828
staked-frax,sfrax,Staked FRAX,1.12,70639979,521,2116.77,1.12,1.1,-0.00066910109142615,-0.05992,63279703.06050936,63279703.06050936,,1.24,-9.86784
tokenbot-2,clanker,tokenbot,70.67,70488981,522,7212747.0,73.75,62.8,7.21,11.36635,1000000.0,1000000.0,1000000.0,141.54,-49.9694
solend,slnd,Solend,0.198681,69360419,523,15064.87,0.244704,0.194722,-0.04573127711626923,-18.71069,50595554.001905,100000000.0,100000000.0,16.65,-98.79061
smooth-love-potion,slp,Smooth Love Potion,0.00167638,69356311,524,10447130.0,0.00171183,0.00162168,-4.980320673311e-06,-0.29621,41159468941.0,41159468941.0,,0.399727,-99.57845
ecomi,omi,ECOMI,0.00025598,69343150,525,2354713.0,0.00025729,0.00024205,1.3e-05,5.35156,270951644947.129,310882499574.018,750000000000.0,0.01343572,-98.09558
ai-rig-complex,arc,AI Rig Complex,0.069502,68805990,526,22236808.0,0.082881,0.068627,-0.01116932398128731,-13.8455,999995326.872611,999995326.872611,999998319.33,0.623197,-88.97153
songbird,sgb,Songbird,0.0044086,68714157,527,317650.0,0.00455667,0.00422076,4.34e-06,0.09863,15602638925.01182,18537791175.35612,,0.71334,-99.3834
netmind-token,nmt,NetMind Token,1.51,68444123,528,2044014.0,1.53,1.51,0.00021684,0.01432,45219849.01938152,144080375.2,144080375.2,16.09,-90.58915
l2-standard-bridged-weth-optimism,weth,L2 Standard Bridged WETH (Optimism),1870.09,68349261,529,14700893.0,1958.98,1849.01,-28.302472014060413,-1.49086,36412.68521253806,36412.68521253806,,4100.79,-54.40959
islamic-coin,islm,Islamic Coin,0.04096869,68299214,530,881331.0,0.04140666,0.03927059,0.00075243,1.87096,1667155141.065113,20194434525.70491,100000000000.0,0.303274,-86.48228
undeads-games,uds,Undeads Games,0.93856,67357869,531,517035.0,0.953333,0.90677,0.02795968,3.07047,71863560.625,250000000.0,250000000.0,2.72,-65.32473
liquity,lqty,Liquity,0.686767,67335632,532,22883770.0,0.720946,0.677071,-0.010523158746440053,-1.50915,97268968.85608245,100000000.0,100000000.0,146.94,-99.52941
bitget-wallet-token,bwb,Bitget Wallet Token,0.470073,67182897,533,3631.06,,,,,142920247.0,1000000000.0,1000000000.0,0.739246,-36.41184
dent,dent,Dent,0.00069569,66972038,534,4096752.0,0.00072912,0.00067203,2.23e-06,0.32193,95654960452.73587,100000000000.0,,0.1006,-99.30413
xai-blockchain,xai,Xai,0.062523,66920320,535,39300914.0,0.065542,0.060069,0.00044846,0.72245,1063054622.4710675,1564040280.864945,2500000000.0,1.59,-96.05807
spiko-us-t-bills-money-market-fund,ustbl,Spiko US T-Bills Money Market Fund,1.037,66863228,536,0.0,1.037,1.037,0.000117,0.01129,64491738.19215,64491738.19215,,1.037,0.0
pundi-aifx,pundiai,Pundi AI,8.16,66442937,537,155706.0,8.68,7.41,-0.09248040713582562,-1.12063,8101835.478628252,8101835.478628252,18930226.25,17.39,-53.00513
kelp-gain,ageth,Kelp Gain,1915.66,66187225,538,18135.72,2009.51,1896.44,-28.243150912395095,-1.45291,34419.61793214792,34419.61793214792,,4184.77,-54.14251
autonomi,ant,Autonomi,0.142469,66022215,539,465806.0,0.151693,0.141525,0.00051065,0.35972,462412130.40759,1200000000.0,1200000000.0,0.330726,-56.92646
api3,api3,API3,0.554904,65944355,540,24538080.0,0.580671,0.522683,0.01245827,2.29669,118311069.2775627,147546331.267238,147546331.267238,10.3,-94.59622
dodo,dodo,DODO,0.065082,65613602,541,6333320.0,0.068029,0.064002,0.00017346,0.26724,1000000000.0,1000000000.0,1000000000.0,8.38,-99.21675
singularitynet,agix,SingularityNET,0.20741,65376223,542,42635.0,0.221238,0.205695,-0.00762561693882155,-3.54621,314008862.8800732,474342922.3501817,2000000000.0,1.46,-85.64105
saasgo,saas,SaaSGo,0.081822,65314704,543,1069324.0,0.082051,0.070456,0.00384637,4.9328,800000000.0,1000000000.0,1000000000.0,0.082051,-0.63252
der-daku,daku,Der Daku,0.065164,64861579,544,379503.0,0.067109,0.058884,-0.000363183443479284,-0.55425,998999726.728088,998999726.728088,1000000000.0,0.067109,-2.89851
joe,joe,JOE,0.166617,64518676,545,8153089.0,0.177317,0.163339,0.00037569,0.22599,385208473.5352793,499708074.6122036,500000000.0,5.09,-96.70962
ampleforth,ampl,Ampleforth,1.085,64401849,546,481048.0,1.1,1.059,-0.009723500998348289,-0.88793,59229500.26029383,64420114.88455381,,4.07,-73.26549
pay-coin,pci,Paycoin,0.063467,64221161,547,82706.0,0.064991,0.061963,4.207e-05,0.06634,1022576439.87845,1900000000.0,1900000000.0,4.22,-98.51093
terrausd,ustc,TerraClassicUSD,0.01147394,64175139,548,7116893.0,0.01201677,0.01128589,-1.0381554285666e-05,-0.0904,5554747589.307821,7869653596.43903,,1.092,-98.94192
goldfinch,gfi,Goldfinch,0.690277,64069193,549,550033.0,0.704451,0.65872,0.02852244,4.31013,92393550.9143155,114285714.0,114285714.0,32.94,-97.89559
medibloc,med,Medibloc,0.00668357,63855636,550,388164.0,0.00685034,0.00652994,1.9e-05,0.28515,9543626701.0,10337069612.0,,0.351852,-98.09775
origin-ether,oeth,Origin Ether,1869.83,63799746,551,218638.0,1957.4,1851.92,-26.57754792084029,-1.40147,33984.38818335752,33984.38818335752,33984.38818335752,4087.13,-54.14486
scroll,scr,Scroll,0.336551,63795969,552,25457954.0,0.355959,0.311736,0.00855745,2.60903,190000000.0,1000000000.0,1000000000.0,1.43,-76.51164
pinlink,pin,PinLink,0.787736,63247888,553,1961625.0,0.826217,0.703467,0.04634952,6.25174,80000000.0,100000000.0,100000000.0,4.28,-81.52464
bit2me,b2m,Bit2Me,0.01251349,63167063,554,119913.0,0.01287759,0.01193572,0.00048854,4.06272,4950000000.0,5000000000.0,5000000000.0,0.300665,-95.8019
dogs-2,dogs,Dogs,0.0001217,63076942,555,20624547.0,0.00012839,0.0001181,-6.33547323459e-07,-0.51788,516750000000.0,550000000000.0,550000000000.0,0.00163299,-92.54558
numeraire,nmr,Numeraire,7.86,62964871,556,9227273.0,8.25,7.7,0.04612693,0.59059,7966222.063856526,10673949.58037402,11000000.0,93.15,-91.50293
goplus-security,gps,GoPlus Security,0.0344535,62811303,557,31136744.0,0.03872873,0.03428158,-0.002804895192076412,-7.52822,1813399905.0,10000000000.0,10000000000.0,0.2198,-84.42587
quai-network,quai,Quai Network,0.130055,62798335,558,11346085.0,0.135098,0.101205,0.02007385,18.2521,481445259.0,3000000000.0,,0.3634,-64.18644
steem,steem,Steem,0.123788,62289675,559,18648919.0,0.128786,0.120286,0.00151776,1.24131,499833613.231,502990988.16,,8.19,-98.47706
centrifuge,cfg,Centrifuge,0.123076,62091589,560,3939526.0,0.133029,0.11399,-0.009118219049720294,-6.8976,512213400.0,561621609.0,,2.19,-94.47741
ergo,erg,Ergo,0.776736,62020937,561,225642.0,0.793819,0.696838,0.069841,9.88004,80023710.0,97739924.0,,18.72,-95.85039
renzo-restaked-sol,ezsol,Renzo Restaked SOL,144.13,61423488,562,244871.0,151.59,141.12,-2.108428012421342,-1.44182,425430.91512767,425430.91512767,,344.19,-58.15836
falcon-finance,usdf,Falcon USD,0.999765,61402369,563,28660.0,0.999987,0.999516,-5.3924938824834e-05,-0.00539,61419500.91498479,61419500.91498479,,1.011,-1.1206
access-protocol,acs,Access Protocol,0.00150472,61394532,564,971849.0,0.00151621,0.0013839,0.00011936,8.61591,40780763141.79384,88544635383.32042,,0.02687893,-94.41212
heyanon,anon,Hey Anon,4.81,61208612,565,4734153.0,5.03,4.7,-0.11568907583738675,-2.35053,12740089.054133,21000000.0,21000000.0,24.73,-80.59012
humans-ai,heart,Humans.ai,0.00796176,61034653,566,214699.0,0.00794671,0.00725788,0.0005367,7.22818,7800000000.0,7800000000.0,7800000000.0,0.278557,-97.15908
cookie,cookie,Cookie DAO,0.16899,60842986,567,62543565.0,0.196836,0.158777,0.00848886,5.28898,357805314.784903,999934903.0,1000000000.0,0.753574,-77.49378
kamino,kmno,Kamino,0.04491061,60717020,568,6998842.0,0.0485917,0.04432018,-0.003033013112988425,-6.32621,1350000000.0,10000000000.0,10000000000.0,0.247842,-81.8873
nosana,nos,Nosana,0.722189,60404144,569,1810387.0,0.764883,0.661108,0.00557444,0.77789,83400000.0,100000000.0,,7.83,-90.76569
binance-usd,busd,BUSD,0.996623,60282974,570,8504.09,0.999664,0.987612,-0.002020667891823091,-0.20234,60490548.10594552,60490548.10594552,,2.58,-61.37439
lift-dollar,usdl,Lift Dollar,1.0,60151529,571,670365.0,1.0,0.999679,-8.8497078174488e-05,-0.00885,60152735.27323172,60152735.27323172,,1.028,-2.76692
cetus-protocol,cetus,Cetus Protocol,0.087135,59871668,572,15947235.0,0.092233,0.083288,-3.7104127551341e-05,-0.04256,682477375.0341753,1000000000.0,1000000000.0,0.487663,-82.04055
fartboy,$fartboy,Fartboy,0.05856,59788501,573,1155248.0,0.068553,0.057908,0.00065241,1.12663,999438530.3445148,999438530.3445148,999440457.98,0.194444,-69.19976
autonolas,olas,Autonolas,0.37212,59372970,574,378143.0,0.387657,0.369683,-0.006062148003957879,-1.60297,159159233.32009637,465546902.68815756,,8.47,-95.58117
aurora-near,aurora,Aurora,0.100204,59021467,575,1371920.0,0.103867,0.090136,0.00957284,10.5624,583646624.0,999875506.0,1000000000.0,35.4,-99.71437
cartesi,ctsi,Cartesi,0.068559,59007083,576,6459187.0,0.071079,0.065937,0.00172206,2.57652,858984026.4005247,1000000000.0,1000000000.0,1.74,-96.06138
corgiai,corgiai,CorgiAI,0.00016832,58647931,577,124089.0,0.00018272,0.00016777,-1.3971123098064e-05,-7.66425,343529984355.9779,372500000000.0,500000000000.0,0.0042301,-96.00727
comedian,ban,Comedian,0.058537,58640059,578,28681158.0,0.060508,0.057318,0.00078189,1.3538,999961859.27,999961859.27,1000000000.0,0.37799,-84.5065
coin98,c98,Coin98,0.064517,58586983,579,99473407.0,0.066727,0.060901,0.00129229,2.04397,900833195.0,1000000000.0,1000000000.0,6.42,-98.98824
ark,ark,ARK,0.313795,58556997,580,4853375.0,0.329978,0.308009,-0.000870937630085111,-0.27678,185719914.0,187272364.0,,10.22,-96.9072
non-playable-coin,npc,Non-Playable Coin,0.00723675,58363831,581,4753009.0,0.00800656,0.00603003,0.00108092,17.55921,8050126520.0,8050126520.0,8050126520.0,0.066169,-89.08139
solv-protocol,solv,Solv Protocol,0.03922164,58151326,582,60046518.0,0.0431267,0.03784239,-8.2478469355517e-05,-0.20985,1482600000.0,8400000000.0,9660000000.0,0.200083,-80.4182
gamebuild,game,GameBuild,0.00341093,57972047,583,11837311.0,0.00349606,0.00333149,4.429e-05,1.31553,17015103906.0,21419639400.0,21419639400.0,0.00919175,-62.96641
metal,mtl,Metal DAO,0.685188,57794580,584,877150.0,0.729131,0.681131,-0.008082715708092159,-1.16588,84015543.0,84015543.0,,17.03,-95.95473
0x0-ai-ai-smart-contract,0x0,0x0.ai: AI Smart Contract,0.064785,57755603,585,373143.0,0.066181,0.059825,0.00307206,4.97799,891250000.0,891250000.0,1000000000.0,0.500356,-87.06787
general-layer-btc,gl-btc,General-Layer BTC,96172.0,57703414,586,17.76,,,,,600.0,600.0,600.0,109147.0,-11.88769
ardor,ardr,Ardor,0.057151,57271255,587,5640949.0,0.059134,0.055611,0.00022209,0.39012,998466231.0,998466231.0,,2.04,-97.19189
secret,scrt,Secret,0.18834,57219817,588,13064071.0,0.20609,0.171178,0.01495543,8.62557,302796388.969851,318559247.904907,,10.38,-98.17959
unicorn-fart-dust,ufd,Unicorn Fart Dust,0.056882,57045547,589,6065831.0,0.059247,0.053239,-0.001104898425926017,-1.90542,999991824.63,999991824.63,999991824.63,0.403185,-85.895
moonwell-artemis,well,Moonwell,0.01732359,57033053,590,12337128.0,0.01878564,0.01608456,0.00079611,4.81689,3278073485.0,5000000000.0,5000000000.0,0.298797,-94.1696
bridged-wrapped-steth-gnosis,wsteth,Bridged Wrapped stETH (Gnosis),2237.01,56776175,591,3577981.0,2342.84,2216.67,-24.151619424409546,-1.06811,25269.12286267522,25269.12286267522,,4858.83,-53.78079
aventis-ai,aai,Aventis AI,0.145984,56659048,592,730.34,0.158757,0.109581,0.03630546,33.1017,388216000.0,1000000000.0,1000000000.0,0.328152,-55.5416
wink,win,WINkLink,5.682e-05,56613550,593,22498693.0,5.795e-05,5.534e-05,-4.3673491854e-07,-0.76271,993701859243.3864,999000000000.0,,0.00289424,-98.03152
bridged-usd-coin-optimism,usdc.e,Standard Bridged USDC.e (Optimism),1.0,56507072,594,3515268.0,1.011,0.991443,0.00161228,0.16143,56509790.731359,56509790.731359,,1.049,-4.81863
renzo-restaked-lst,pzeth,Renzo Restaked LST,2236.21,56296391,595,338012.0,2334.91,2213.63,-31.771036318953975,-1.40085,25153.88123962677,25153.88123962677,,4888.81,-54.25241
banana-gun,banana,Banana Gun,15.47,56173745,596,186564053.0,20.33,11.29,4.14,36.58065,3487015.2878895635,8453568.124639848,10000000.0,78.62,-79.47342
carv,carv,CARV,0.287678,56037086,597,7224418.0,0.301523,0.281446,-0.001111277607064975,-0.38481,194688267.18,1000000000.0,1000000000.0,1.36,-78.90444
omni-network,omni,Omni Network,3.06,56002684,598,16873170.0,3.22,2.95,-0.01893726632291992,-0.61536,18243732.0,100000000.0,100000000.0,53.81,-94.30524
usualx,usualx,USUALx,0.219901,55926958,599,443140.0,0.234661,0.211652,-0.005589822367172703,-2.47896,258083564.2000334,258083564.2000334,4000000000.0,1.59,-86.44777
orbiter-finance,obt,Orbiter Finance,0.01801561,55827773,600,52312807.0,0.01935436,0.01657766,3.195e-05,0.17767,3100000000.0,10000000000.0,10000000000.0,0.02100974,-14.09826
moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),1849.32,55699653,601,286.84,1940.21,1830.28,-28.34863822512989,-1.50978,30040.0,30040.0,,2319.44,-20.08943
sathosi-airlines-token,jet,Satoshi Airline,0.530121,55549146,602,1090.55,0.813963,0.528919,-0.040510158784657024,-7.09919,104692822.0,500000000.0,500000000.0,1.3,-59.24149
magic-internet-money,mim,Magic Internet Money (Ethereum),0.99919,55417808,603,24790.0,1.0,0.998624,-0.000636919213998222,-0.0637,55611860.7491842,181520856.067461,,1.19,-16.1692
test-3,tst,Test,0.057804,55211594,604,70892350.0,0.063292,0.052803,0.00133934,2.37201,947945906.2537897,947945906.2537897,1000000000.0,0.511293,-88.71171
ai-analysis-token,aiat,AI Analysis Token,0.512076,55049127,605,292477.0,0.511175,0.461295,0.01433962,2.88097,110347623.6743895,500000000.0,500000000.0,0.918633,-45.07298
devve,devve,DevvE,0.62111,54709430,606,980489.0,0.671367,0.55716,0.06395,11.4779,87389949.09224322,120000000.0,300000000.0,2.08,-69.78162
tokamak-network,ton,Tokamak Network,1.067,54568116,607,1759064.0,1.11,1.052,0.00381659,0.35912,51168428.81187161,91612775.31697862,,30.51,-96.50417
kyber-network-crystal,knc,Kyber Network Crystal,0.317888,54340784,608,10842460.0,0.331654,0.312313,-0.002274532159536546,-0.71043,170152851.23024455,239948175.7505615,252301550.0,5.7,-94.4004
h2o-dao,h2o,H2O Dao,0.06528,54118424,609,573050.0,0.066805,0.06346,0.00085831,1.33233,825000000.0,1000000000.0,,1.41,-95.36312
bridged-tether-opbnb,usdt,Bridged Tether (opBNB),1.001,53331939,610,21253.0,1.064,0.943779,0.00084629,0.08465,53327548.10573299,53327548.10573299,,1.12,-11.32114
bitcoin-gold,btg,Bitcoin Gold,3.06,53267298,611,3358035.0,3.07,2.6,0.272614,9.7958,17513924.0,17513924.0,21000000.0,456.25,-99.33354
degen-base,degen,Degen,0.00299101,53244720,612,17756504.0,0.00316591,0.00285471,6.44e-05,2.2004,17730148662.22,36965935954.0,36965935954.0,0.064543,-95.36083
messier,m87,MESSIER,6.001e-05,53191466,613,1183311.0,6.613e-05,5.539e-05,2.78e-06,4.8654,884846293944.9,884846293944.9,884846293944.9,0.00014578,-58.82076
bone-shibaswap,bone,Bone ShibaSwap,0.214733,53022152,614,5573951.0,0.218021,0.203024,0.00282868,1.33489,249894782.0651589,249999401.8248471,250000000.0,15.5,-98.63028
gemini-dollar,gusd,Gemini Dollar,1.0,52877288,615,981014.0,1.005,0.995896,-0.000561339698996299,-0.0561,52758366.44,52758366.44,,3.3,-69.65971
moonriver,movr,Moonriver,5.52,52641162,616,7087777.0,5.74,5.22,0.166662,3.11218,9501216.0,11796203.0,,494.26,-98.87934
celer-network,celr,Celer Network,0.00922745,52452820,617,8767531.0,0.00970464,0.00896236,-3.145177529831e-05,-0.33969,5645454935.82688,10000000000.0,10000000000.0,0.194843,-95.23226
layerzero-bridged-weeth-swellchain,weeth,Layerzero Bridged weETH (Swellchain),1983.18,52375948,618,67912.0,2074.54,1962.77,-29.92573493917712,-1.48654,26335.05229599999,26335.05229599999,,2814.4,-29.42928
goatseus-maximus,goat,Goatseus Maximus,0.051784,52027370,619,14853359.0,0.056379,0.051715,-0.003036708449742971,-5.53939,999994812.933113,999994812.933113,1000000000.0,1.35,-96.15718
harrypotterobamasonic10in,bitcoin,HarryPotterObamaSonic10Inu (ETH),0.051525,51914000,620,4712977.0,0.054623,0.04705095,0.00076331,1.5037,999798155.0,999798155.0,1000000000.0,0.373421,-86.11213
fimarkcoin-com,fmc,Fimarkcoin.com,0.00200644,51896812,621,701593.0,0.0020317,0.00199587,-8.682033421375e-06,-0.43084,25784869818.0,128318618918.0,,0.00209675,-4.13602
trufin-staked-apt,truapt,TruFin Staked APT,5.19,51759593,622,2.31,5.55,5.16,-0.36111928171573293,-6.50178,9920841.77776574,9920841.77776574,,15.37,-66.20106
roam-token,roam,ROAM Token,0.127485,51721216,623,30203782.0,0.162485,0.126716,-0.03131148505571049,-19.71802,400049262.430719,999970067.530719,1000000000.0,0.409919,-69.14699
vicicoin,vcnt,ViciCoin,19.72,51703906,624,131118.0,20.48,19.62,-0.24197552401317424,-1.21235,2612665.464824181,10000000.0,10000000.0,25.01,-21.10447
sygnum-fiusd-liquidity-fund,fiusd,Sygnum FIUSD Liquidity Fund,11326.84,51650843,625,0.0,11326.84,11326.84,0.0,0.0,4560.04,4560.04,,11326.84,0.0
maple,mpl,Maple,12.97,51531941,626,943316.0,13.67,12.78,-0.029181729951410773,-0.22442,3939978.993612421,10000000.0,10000000.0,68.2,-80.94842
qanplatform,qanx,QANplatform,0.03004576,51101816,627,255399.0,0.03243952,0.02965863,-0.001149157120641363,-3.6838,1700000000.0,2099550000.0,3333333000.0,0.203412,-85.22213
energy-web-token,ewt,Energy Web,0.854367,50952595,628,172884.0,0.900132,0.818131,0.02961757,3.5911,60011573.21980587,69017450.9455633,100000000.0,22.67,-96.25527
stronghold-token,shx,Stronghold,0.00940776,50596772,629,665842.0,0.00944375,0.00815635,0.00102272,12.19697,5374948822.95804,,100000000000.0,0.055673,-83.09425
vanar-chain,vanry,Vanar Chain,0.02565451,50308386,630,27536847.0,0.02615463,0.02332543,0.00122008,4.99327,1936065081.0,1991220770.0,2400000000.0,0.372326,-93.05698
renzo,rez,Renzo,0.02490595,50250794,631,81895262.0,0.02975076,0.02473538,-0.000650668853340055,-2.54599,2003822900.379183,10000000000.0,10000000000.0,0.278213,-91.00731
certik,ctk,Shentu,0.354691,50220722,632,6730852.0,0.37318,0.32839,0.02078513,6.22485,140529161.0,143791098.0,,3.94,-90.93077
apex-token-2,apex,ApeX,0.88908,50021625,633,32412278.0,0.918982,0.81945,0.060108,7.25085,55801108.0,500000000.0,1000000000.0,3.83,-76.5153
wilder-world,wild,Wilder World,0.15355,49933221,634,1456993.0,0.160656,0.147675,-0.002071499542758981,-1.33111,324323545.47983027,500000000.0,500000000.0,7.44,-97.93029
liquity-usd,lusd,Liquity USD,1.002,49799839,635,473693.0,1.002,1.0,-0.000152741393239397,-0.01525,49729464.95178868,49729464.95178868,,1.16,-13.54636
ssv-network,ssv,SSV Network,6.98,49565710,636,19668376.0,7.47,6.86,-0.12599909612887217,-1.77271,7085672.647228521,12219574.33640608,,65.82,-89.38202
boba-network,boba,Boba Network,0.110925,49099889,637,5143184.0,0.11184,0.10648,0.00130595,1.19136,441352070.7180413,500000000.0,500000000.0,7.93,-98.59245
jumbo-blockchain,jnftc,Jumbo Blockchain,17.98,49031487,638,17386.34,19.15,17.57,-1.1427788934079928,-5.97542,2726713.652628571,125000000.0,125000000.0,26.36,-31.77417
